,OBJECTID,Area_SVY21,Point_X,Point_Y,Land_Use,Remarks,DMSLat,DMSLon,Building,Distance,Shape_Leng,Shape_Area,Bld_height,Bld_heig_1,Bld_heig_2,Bld_heig_3,Bld_heig_4,geometry
41,42,578.737722444,103.775938917,1.2980718793,Building,,01 17 53.05877N,103 46 33.38010E,Ridge View Residence H1B,4.03275292873,173.315262907,578.737722444,0.0,47.739638,36.369839,42.690557,0.0,"POLYGON ((21619.550400000066 31138.537200000137, 21609.134200000204 31142.26099999994, 21607.36419999972 31137.077600000426, 21596.760200000368 31140.89100000076, 21609.52660000045 31176.805900000036, 21617.040199999698 31174.123700000346, 21619.928199999966 31173.319199999794, 21622.352599999867 31179.99479999952, 21635.526100000367 31175.271099999547, 21633.745500000194 31170.324899999425, 21631.288900000043 31171.213700000197, 21627.873300000094 31161.960999999195, 21618.805900000036 31165.23359999992, 21612.637699999847 31167.447899999097, 21609.15749999974 31157.833799999207, 21606.167299999855 31149.638900000602, 21614.980100000277 31146.48090000078, 21618.711000000127 31145.155799999833, 21618.734500000253 31145.218599999323, 21621.596599999815 31144.19519999996, 21619.552899999544 31138.542700000107, 21619.550400000066 31138.537200000137))"
42,43,1841.83399066,103.776442113,1.29908909835,Building,,01 17 56.72075N,103 46 35.19161E,University Health Centre,0.0,290.040970373,1841.83399066,0.0,28.376381,23.730391,24.598049,22.724309,"POLYGON ((21658.517199999653 31297.04340000078, 21669.071999999695 31293.27219999954, 21670.856999999844 31298.20390000008, 21673.476499999873 31297.275100000203, 21669.623300000094 31286.629200000316, 21671.807599999942 31285.83129999973, 21672.61139999982 31288.074599999934, 21680.940600000322 31285.129699999467, 21682.53529999964 31289.468900000677, 21696.91079999972 31284.297800000757, 21696.346499999985 31282.656899999827, 21700.180200000294 31281.286299999803, 21697.692099999636 31274.37260000035, 21694.5083999997 31275.514599999413, 21693.824599999934 31273.555600000545, 21675.808400000446 31280.003200000152, 21674.36450000014 31276.72240000032, 21698.056699999608 31268.253599999472, 21688.781399999745 31242.223500000313, 21688.69010000024 31242.25530000031, 21683.419800000265 31244.128499999642, 21683.392199999653 31244.139299999923, 21683.38889999967 31244.140499999747, 21670.819099999964 31248.610600000247, 21665.23950000014 31250.594799999148, 21666.10649999976 31253.055800000206, 21668.889399999753 31260.955299999565, 21669.830199999735 31263.625800000504, 21659.753100000322 31267.04079999961, 21658.846499999985 31264.52229999937, 21657.929899999872 31261.97589999996, 21657.914699999616 31261.98139999993, 21652.737700000405 31263.844799999148, 21651.870400000364 31264.156999999657, 21647.318799999543 31265.795299999416, 21649.141999999993 31270.860200000927, 21633.639100000262 31276.462200000882, 21639.15809999965 31292.105200000107, 21654.650500000454 31286.770899999887, 21658.517199999653 31297.04340000078))"
43,44,25.2298847851,103.776578536,1.29880737186,Building,,01 17 55.70654N,103 46 35.68273E,,0.0,20.268970997,25.2298847851,20.690294,20.690294,20.690294,20.690294,20.690294,"POLYGON ((21688.781399999745 31242.223500000313, 21687.309299999848 31238.0923999995, 21687.1847000001 31238.13590000011, 21681.88879999984 31239.98350000009, 21683.38889999967 31244.140499999747, 21683.392199999653 31244.139299999923, 21683.419800000265 31244.128499999642, 21688.69010000024 31242.25530000031, 21688.781399999745 31242.223500000313))"
44,45,744.768781555,103.777740921,1.29864368839,Building,,01 17 55.11728N,103 46 39.86732E,SRC Mini Grand Stand,0.0,176.831999088,744.768781555,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21822.463000000454 31183.97599999979, 21813.06780000031 31183.24489999935, 21806.941999999806 31261.971000000834, 21814.63800000027 31262.697000000626, 21816.332999999635 31262.75599999912, 21822.463000000454 31183.97599999979))"
45,47,1060.74434514,103.780244987,1.2971352648,Building,,01 17 49.68695N,103 46 48.88195E,S15,0.0,196.596070761,1060.74434514,0.0,46.315822,40.500921,43.710822,37.830822,"POLYGON ((22076.96140000038 31039.30969999917, 22078.43450000044 31036.15970000066, 22071.887500000186 31033.083699999377, 22063.469299999997 31050.805700000376, 22063.60030000005 31050.873400000855, 22061.107300000265 31056.19840000011, 22064.561900000088 31057.82049999945, 22065.739799999632 31055.365700000897, 22068.983000000007 31056.921800000593, 22070.397900000215 31053.963300000876, 22076.54910000041 31056.905200000852, 22117.846099999733 31076.655799999833, 22118.551199999638 31075.18170000054, 22120.37480000034 31076.047499999404, 22123.148699999787 31077.364600000903, 22127.3152999999 31068.401100000367, 22123.83179999981 31066.75290000066, 22121.26350000035 31072.278500000015, 22118.2659 31070.885099999607, 22122.984500000253 31060.912499999627, 22083.93250000011 31042.581900000572, 22084.45969999954 31041.454600000754, 22081.02139999997 31039.8367999997, 22080.492700000294 31040.96729999967, 22076.96140000038 31039.30969999917))"
46,48,1592.33791841,103.780386232,1.29675532295,Building,,01 17 48.31916N,103 46 49.39043E,S16,0.4185584875,227.617582933,1592.33789128,16.875822,59.815822,54.133441,55.355822,55.355822,"POLYGON ((22081.02139999997 31039.8367999997, 22084.45969999954 31041.454600000754, 22085.99760000035 31038.166300000623, 22091.912299999967 31040.93239999935, 22093.88040000014 31036.77410000004, 22095.661100000143 31033.01139999926, 22096.601700000465 31031.02419999987, 22105.574599999934 31012.06499999948, 22123.788800000213 31020.688999999315, 22143.174899999984 31029.867699999362, 22149.338499999605 31016.781400000677, 22146.99170000013 31015.661000000313, 22148.158800000325 31013.41059999913, 22125.376699999906 31002.754599999636, 22117.87480000034 30999.245699999854, 22118.17929999996 30998.568800000474, 22113.688599999994 30996.45979999937, 22112.156700000167 30995.740399999544, 22098.107499999925 30989.142400000244, 22095.884200000204 30988.098300000653, 22093.39890000038 30993.390399999917, 22094.66849999968 30993.98660000041, 22091.996299999766 30999.65220000036, 22079.84489999991 31025.515699999407, 22078.063699999824 31029.30709999986, 22076.080400000326 31033.528500000015, 22082.555399999954 31036.55650000088, 22081.02139999997 31039.8367999997))"
47,99,419.601293566,103.780395673,1.29686025858,Building,,01 17 48.31916N,103 46 49.39043E,S16,0.0,81.959907113,419.601293566,0.0,55.355822,30.046344,30.835822,30.835822,"POLYGON ((22123.788800000213 31020.688999999315, 22105.574599999934 31012.06499999948, 22096.601700000465 31031.02419999987, 22096.87469999958 31031.15289999917, 22114.593799999915 31039.504000000656, 22120.917600000277 31026.564099999145, 22123.788800000213 31020.688999999315))"
48,49,2308.78598878,103.781063042,1.29704251418,Building,,01 17 49.35305N,103 46 51.82695E,,0.0,160.008312614,827.402819725,0.0,26.388526,19.526116,19.890969,26.388526,"POLYGON ((22170.542299999855 31025.245100000873, 22179.32359999977 31050.451400000602, 22179.326799999923 31050.450300000608, 22181.372800000012 31056.112299999222, 22198.629099999554 31049.89660000056, 22196.90799999982 31045.107499999925, 22210.588600000367 31040.61900000088, 22215.144600000232 31038.981799999252, 22212.531399999745 31031.623600000516, 22200.127199999988 31036.094799999148, 22197.702700000256 31029.327400000766, 22190.911000000313 31031.765300000086, 22188.4813000001 31024.97829999961, 22182.183100000024 31027.24760000035, 22178.91540000029 31018.224099999294, 22177.38269999996 31014.118100000545, 22176.88269999996 31012.787100000307, 22172.158300000243 31014.482200000435, 22170.14140000008 31015.20590000041, 22168.044300000183 31015.958300000057, 22170.099399999715 31021.37230000086, 22169.201600000262 31021.713099999353, 22170.542299999855 31025.245100000873))"
49,50,1144.85306766,103.781827826,1.29647929661,Building,,01 17 47.32547N,103 46 54.58018E,MD10,0.0,172.146112412,1144.85306766,0.0,38.313525,30.536494,33.463525,33.463525,"POLYGON ((22244.213999999687 30990.181399999186, 22245.408900000155 30993.370600000024, 22249.21719999984 31003.92449999973, 22290.311599999666 30989.083100000396, 22286.51090000011 30978.558800000697, 22289.542700000107 30977.457499999553, 22291.68230000045 30983.3805999998, 22295.287100000307 30982.07029999979, 22293.631299999543 30977.482699999586, 22298.109600000083 30975.844599999487, 22296.115899999626 30970.156899999827, 22291.572599999607 30971.77910000086, 22289.88310000021 30967.098200000823, 22283.322300000116 30969.67600000091, 22281.697100000456 30965.160800000653, 22275.1035000002 30967.51319999993, 22253.389600000344 30975.330399999395, 22253.21430000011 30976.991499999538, 22252.705299999565 30978.479699999094, 22251.898199999705 30979.713700000197, 22250.933299999684 30980.64919999987, 22249.069199999794 30981.723699999973, 22250.613400000148 30986.10909999907, 22243.680599999614 30988.63069999963, 22244.213999999687 30990.181399999186))"
50,51,2489.89162457,103.781786425,1.29599918152,Building,,01 17 45.59705N,103 46 54.43113E,MD11 (Clinical Research Centre),0.0,207.368236336,2489.89162457,0.0,56.792493,49.358162,56.792493,56.792493,"POLYGON ((22294.742499999702 30949.537799999118, 22284.912200000137 30921.957200000063, 22284.036700000055 30919.500800000504, 22282.46769999992 30915.137900000438, 22275.770200000145 30896.423499999568, 22275.762900000438 30896.403000000864, 22258.82070000004 30902.57840000093, 22258.81749999989 30902.569299999624, 22255.583200000226 30903.723600000143, 22236.077600000426 30910.68520000018, 22234.553299999796 30911.23919999972, 22235.747999999672 30914.555500000715, 22235.860299999826 30914.86730000004, 22238.000799999572 30920.808700000867, 22240.109500000253 30926.68710000068, 22253.594200000167 30964.278899999335, 22286.944199999794 30952.33149999939, 22288.093999999575 30955.66530000046, 22294.445000000298 30953.39699999988, 22293.27969999984 30950.061799999326, 22294.742499999702 30949.537799999118))"
51,53,830.603846637,103.77864552,1.29698661617,Building,,01 17 49.15182N,103 46 43.12387E,S12,0.0,154.580004615,830.603846637,0.0,43.902771,33.078109,38.802771,38.802771,"POLYGON ((21942.188400000334 31033.504100000486, 21939.727599999867 31026.484799999744, 21936.792999999598 31027.542799999937, 21935.617499999702 31024.14949999936, 21921.44290000014 31029.210999999195, 21894.32859999966 31038.944700000808, 21895.482200000435 31042.60040000081, 21892.593299999833 31043.625700000674, 21890.106800000183 31036.81479999982, 21886.58660000004 31038.09549999982, 21892.432900000364 31054.16530000046, 21898.447399999946 31051.99699999951, 21899.20930000022 31054.411599999294, 21940.925400000066 31039.471699999645, 21939.22559999954 31034.56479999982, 21942.188400000334 31033.504100000486))"
52,54,1141.49707262,103.779238888,1.29675118399,Building,,01 17 48.30426N,103 46 45.26000E,S13,0.0,177.852460367,1141.49707262,0.0,46.137771,38.725405,43.182771,43.182771,"POLYGON ((21954.08189999964 31013.649800000712, 21956.514800000004 31020.432600000873, 21948.93479999993 31023.16540000029, 21951.45590000041 31030.186300000176, 21959.039499999955 31027.471300000325, 21960.78770000022 31032.34530000016, 21981.227099999785 31025.04619999975, 22001.949599999934 31017.645999999717, 22001.522800000384 31016.446100000292, 22003.619199999608 31012.002000000328, 22006.55719999969 31013.416699999943, 22008.883600000292 31008.26899999939, 22005.484600000083 31006.633700000122, 22004.75779999979 31004.53339999914, 22007.629399999976 31003.500600000843, 22011.508999999613 31002.105299999937, 22008.007500000298 30992.44539999962, 21997.952200000174 30996.061899999157, 21997.91000000015 30996.072399999946, 21994.171900000423 30997.4151000008, 21994.738699999638 30999.077800000086, 21981.19010000024 31003.922599999234, 21967.63850000035 31008.789300000295, 21954.08189999964 31013.649800000712))"
53,57,973.628987545,103.77887878,1.29634922231,Building,,01 17 46.85720N,103 46 43.96361E,S7,0.0,157.599311322,973.628987545,0.0,41.707242,35.618594,37.802771,37.802771,"POLYGON ((21932.928100000136 30984.951600000262, 21949.802299999632 30978.894400000572, 21948.188099999912 30974.436699999496, 21968.523199999705 30967.07310000062, 21968.088800000027 30965.873299999163, 21965.990699999966 30960.078299999237, 21967.95069999993 30959.379300000146, 21965.39439999964 30952.289899999276, 21963.427899999544 30953.002000000328, 21962.993099999614 30951.80120000057, 21942.700100000016 30959.09029999934, 21929.152900000103 30963.94849999994, 21918.73929999955 30967.667600000277, 21917.178100000136 30963.048599999398, 21913.561499999836 30964.313699999824, 21919.81010000035 30981.662499999627, 21923.053299999796 30980.539000000805, 21925.5895999996 30987.585899999365, 21932.928100000136 30984.951600000262))"
54,58,1662.81990487,103.778354336,1.29602051779,Building,,01 17 45.67386N,103 46 42.07561E,S1A,3.11051364131,222.801259873,1662.81990487,0.0,67.145315,58.828169,63.905315,63.905315,"POLYGON ((21848.088000000454 30942.302200000733, 21885.183500000276 30928.833599999547, 21897.904099999927 30964.87739999965, 21898.04110000003 30965.330000000075, 21905.795099999756 30962.561699999496, 21905.39379999973 30961.43789999932, 21906.819899999537 30960.928799999878, 21906.481900000013 30959.982200000435, 21915.42939999979 30956.787699999288, 21914.80470000021 30955.0326000005, 21906.721599999815 30932.322599999607, 21906.213000000454 30930.89360000007, 21902.661100000143 30920.914499999955, 21879.841300000437 30910.267999999225, 21878.72319999989 30910.673399999738, 21869.574599999934 30913.990299999714, 21866.221599999815 30915.20590000041, 21860.52469999995 30917.2714000009, 21847.74700000044 30921.90410000086, 21844.099999999627 30923.164599999785, 21847.305999999866 30932.180800000206, 21845.95390000008 30932.66559999995, 21846.48419999983 30934.19810000062, 21845.414400000125 30934.575400000438, 21848.088000000454 30942.302200000733))"
55,107,599.745912152,103.778308348,1.29612332198,Building,,01 17 45.67386N,103 46 42.07561E,LT32,0.0,95.8350988925,599.745912152,38.385314,63.905315,46.731982,47.125315,47.125315,"POLYGON ((21893.512000000104 30952.43249999918, 21885.183500000276 30928.833599999547, 21861.574500000104 30937.405500000343, 21867.587899999693 30954.069900000468, 21876.800200000405 30958.467900000513, 21893.512000000104 30952.43249999918))"
56,59,206.293161294,103.778160815,1.29577270294,Building,,01 17 44.78173N,103 46 41.37893E,,0.0,62.1137821017,206.293161294,38.770315,38.770315,38.770315,38.770315,38.770315,"POLYGON ((21869.574599999934 30913.990299999714, 21868.197399999946 30910.15240000002, 21862.365000000224 30893.899800000712, 21853.257500000298 30897.020800000057, 21860.52469999995 30917.2714000009, 21866.221599999815 30915.20590000041, 21869.574599999934 30913.990299999714))"
57,60,1351.72936483,103.778027674,1.29549238893,Building,,01 17 43.77260N,103 46 40.89963E,S2,0.0,280.51686539,1351.72936483,0.0,61.16704,33.037771,58.760314,0.0,"POLYGON ((21886.042399999686 30878.10850000009, 21891.22020000033 30866.987999999896, 21885.876000000164 30864.507600000128, 21883.781200000085 30868.89870000072, 21881.54349999968 30867.827400000766, 21879.83970000036 30868.67669999972, 21877.21769999992 30861.495600000024, 21836.099499999546 30876.29099999927, 21838.634899999946 30883.248299999163, 21835.71140000038 30884.34569999948, 21828.65809999965 30864.454500000924, 21823.60859999992 30850.360899999738, 21808.52979999967 30855.76319999993, 21813.523199999705 30869.672599999234, 21824.59250000026 30865.86700000055, 21826.940700000152 30872.16589999944, 21818.05200000014 30875.37260000035, 21822.95669999998 30889.04649999924, 21826.16079999972 30887.89729999937, 21827.439600000158 30891.462300000712, 21828.756900000386 30890.989800000563, 21833.62490000017 30889.243699999526, 21836.882100000046 30898.143100000918, 21840.13049999997 30896.936000000685, 21838.547399999574 30892.534299999475, 21882.77400000021 30876.713199999183, 21882.95639999956 30876.648000000045, 21886.042399999686 30878.10850000009))"
