,OBJECTID,Area_SVY21,Point_X,Point_Y,Land_Use,Remarks,DMSLat,DMSLon,Building,Distance,Shape_Leng,Shape_Area,Bld_height,Bld_heig_1,Bld_heig_2,Bld_heig_3,Bld_heig_4,geometry
207,220,2448.759043,103.774380958,1.29177237612,Building,,01 17 30.38055N,103 46 27.77145E,Kent Ridge Hall Communal Hall,0.0,433.082269893,2448.759043,0.0,33.580825,15.323856,23.746997,0.0,"POLYGON ((21453.531200000085 30461.77150000073, 21447.150100000203 30448.40469999984, 21451.01300000027 30446.536000000313, 21447.394700000063 30438.91530000046, 21445.868200000376 30439.61370000057, 21444.88609999977 30437.571599999443, 21443.68209999986 30438.135199999437, 21443.036500000395 30436.7723999992, 21447.118200000376 30434.82890000008, 21442.787100000307 30425.77229999937, 21435.07629999984 30429.477199999616, 21435.221099999733 30429.776300000027, 21435.45419999957 30430.258799999952, 21433.368400000036 30431.379399999976, 21418.45940000005 30438.507600000128, 21420.241299999878 30442.32310000062, 21419.83700000029 30442.514499999583, 21419.97790000029 30442.821299999952, 21419.45330000017 30443.07019999996, 21421.749599999748 30447.85840000026, 21421.933100000024 30448.241100000218, 21422.07589999959 30448.538899999112, 21423.298000000417 30447.952800000086, 21424.67420000024 30447.2583000008, 21437.59279999975 30440.93799999915, 21438.642599999905 30443.039100000635, 21437.97780000046 30443.41520000063, 21441.61459999997 30451.049799999222, 21443.50229999982 30450.14690000005, 21445.088600000367 30449.3881000001, 21446.041400000453 30451.38010000065, 21447.791699999943 30454.960799999535, 21444.57919999957 30456.560900000855, 21444.23350000009 30455.813799999654, 21421.909099999815 30466.460500000045, 21422.262699999847 30467.19849999994, 21417.599200000055 30469.411299999803, 21411.943699999712 30457.49220000021, 21413.08150000032 30456.931399999186, 21414.074300000444 30456.442099999636, 21414.400399999693 30457.103800000623, 21421.996799999848 30453.487600000575, 21420.39950000029 30450.066299999133, 21417.511400000192 30444.05719999969, 21409.90519999992 30447.696100000292, 21410.64690000005 30449.23909999989, 21409.23900000006 30449.91579999961, 21408.85649999976 30450.099600000307, 21408.564500000328 30450.245500000194, 21408.173100000247 30450.407099999487, 21407.170699999668 30450.821100000292, 21405.822200000286 30447.98900000006, 21396.77159999963 30452.307900000364, 21400.29310000036 30460.121500000358, 21400.547899999656 30459.998400000855, 21400.87480000034 30459.84029999934, 21402.291799999774 30459.155300000682, 21403.311900000088 30461.295099999756, 21402.363199999556 30461.71130000055, 21409.471900000237 30476.650399999693, 21413.420099999756 30474.778799999505, 21413.88320000004 30475.746500000358, 21419.060999999754 30473.235500000417, 21419.8618999999 30474.94319999963, 21412.88329999987 30478.2882000003, 21416.03636589287 30481.850135917884, 21419.70293480635 30484.880892326648, 21423.794565788045 30487.307364645927, 21428.212565004855 30489.07102417283, 21432.850366327224 30490.129329847383, 21437.59610180038 30490.456754381303, 21442.335300000384 30490.045399999246, 21445.803100000136 30488.707399999723, 21451.9972000001 30485.767500000075, 21462.48350000009 30480.587700000033, 21459.46490000002 30474.052300000563, 21459.935899999924 30473.83110000007, 21468.04339999985 30470.007600000128, 21475.26389999967 30466.59530000016, 21476.729000000283 30469.69559999928, 21477.802299999632 30471.96680000052, 21489.59810000006 30466.355399999768, 21489.164699999616 30465.43759999983, 21488.637299999595 30465.691999999806, 21487.23919999972 30462.79389999993, 21481.78239999991 30451.580700000748, 21480.89659999963 30449.811499999836, 21481.326899999753 30449.586100000888, 21479.599700000137 30445.963099999353, 21476.80709999986 30447.307600000873, 21468.041699999943 30451.52779999934, 21469.332799999975 30454.22599999979, 21468.262500000186 30454.737099999562, 21453.531200000085 30461.77150000073))"
208,221,373.869154654,103.77541929,1.29114790439,Building,,01 17 28.13246N,103 46 31.50944E,Sheares Hall-C,0.0,112.916390171,373.869154654,0.0,39.446973,2.817641,0.0,0.0,"POLYGON ((21564.95590000041 30405.291400000453, 21567.424599999562 30404.348200000823, 21570.58939999994 30403.106699999422, 21567.566499999724 30395.133500000462, 21566.444500000216 30395.553899999708, 21565.623800000176 30393.387599999085, 21563.406700000167 30394.202400000766, 21562.83420000039 30392.644600000232, 21567.914800000377 30390.67659999989, 21564.51389999967 30381.798000000417, 21556.514399999753 30384.832100000232, 21557.422799999826 30387.212899999693, 21555.32299999986 30388.020199999213, 21554.811900000088 30386.683499999344, 21542.377199999988 30391.434299999848, 21541.03509999998 30391.947100000456, 21540.811999999918 30391.363099999726, 21538.0521999998 30392.468399999663, 21540.261900000274 30398.3367999997, 21541.235999999568 30397.955099999905, 21542.631299999543 30401.51600000076, 21557.865600000136 30395.71499999985, 21558.51080000028 30397.395099999383, 21558.196899999864 30397.512199999765, 21558.620299999602 30398.45109999925, 21561.700299999677 30406.519899999723, 21564.95590000041 30405.291400000453))"
209,222,34.6549775514,103.775737934,1.2912166502,Building,,01 17 28.37994N,103 46 32.65656E,,0.0,31.073871134,34.6549775514,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21595.302299999632 30407.302799999714, 21590.766900000162 30395.30199999921, 21588.221099999733 30396.27229999937, 21588.653599999845 30397.403400000185, 21592.808799999766 30408.270600000396, 21595.302299999632 30407.302799999714))"
210,223,25.2700977548,103.775523638,1.2912847541,Building,,01 17 28.62511N,103 46 31.88510E,,0.0,24.499792908,25.2700977548,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21570.872800000012 30413.33479999937, 21567.424599999562 30404.348200000823, 21564.95590000041 30405.291400000453, 21568.43499999959 30414.26339999959, 21570.872800000012 30413.33479999937))"
211,224,382.440778418,103.77517982,1.29126507026,Building,,01 17 28.55425N,103 46 30.64735E,Sheares Hall - B,0.0,104.593048176,382.440778418,0.0,38.887132,8.148165,0.0,0.0,"POLYGON ((21529.355100000277 30420.023099999875, 21531.811200000346 30419.07379999943, 21534.73620000016 30417.94329999946, 21533.833200000226 30415.592900000513, 21537.60610000044 30414.15259999968, 21537.824199999683 30414.724199999124, 21545.816599999554 30411.673699999228, 21542.409699999727 30402.77979999967, 21533.4972000001 30406.32579999976, 21531.87469999958 30407.10060000047, 21526.041500000283 30391.876700000837, 21522.503999999724 30393.20920000039, 21522.115100000054 30392.22550000064, 21516.179999999702 30394.5923999995, 21517.242600000463 30397.335899999365, 21517.784400000237 30397.153799999505, 21518.119199999608 30397.893100000918, 21523.074599999934 30410.81479999982, 21523.417799999937 30411.70959999971, 21523.77180000022 30411.57379999943, 21524.208399999887 30412.79399999976, 21522.781899999827 30413.35610000044, 21525.82359999977 30421.349500000477, 21529.355100000277 30420.023099999875))"
212,225,14.9034940383,103.775197717,1.29141364999,Building,,01 17 29.08914N,103 46 30.71178E,,0.0,22.7793985213,14.9034940383,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21533.968200000003 30427.634299999103, 21531.3311999999 30420.757500000298, 21531.174899999984 30420.328199999407, 21532.148099999875 30419.94549999945, 21531.811200000346 30419.07379999943, 21529.355100000277 30420.023099999875, 21529.939299999736 30421.57870000042, 21532.491399999708 30428.20370000042, 21533.968200000003 30427.634299999103))"
213,226,456.388533408,103.775323603,1.291567151,Building,,01 17 29.64174N,103 46 31.16497E,Sheares Hall - A,0.0,120.559742984,456.388533408,0.0,42.48404,33.233737,36.770809,0.0,"POLYGON ((21566.874400000088 30441.75789999962, 21563.449400000274 30432.75799999945, 21543.454599999823 30440.40829999931, 21537.94259999972 30426.140799999237, 21533.968200000003 30427.634299999103, 21532.491399999708 30428.20370000042, 21529.027700000443 30429.514499999583, 21533.082299999893 30440.13819999993, 21534.25829999987 30439.82890000008, 21534.45600000024 30440.34720000066, 21535.0270999996 30441.843800000846, 21535.250799999572 30442.429899999872, 21536.512799999677 30441.94830000028, 21536.727500000037 30442.53319999948, 21536.885099999607 30442.962500000373, 21535.863400000148 30443.37240000069, 21532.730499999598 30444.561200000346, 21536.142900000326 30453.480100000277, 21566.874400000088 30441.75789999962))"
214,227,1744.94722601,103.775846954,1.29136204259,Building,,01 17 28.90335N,103 46 33.04903E,Sheares Hall Communal Hall,0.0,235.245663243,1744.94722601,0.0,40.730997,15.19125,0.0,0.0,"POLYGON ((21557.593399999663 30418.393200000748, 21562.691300000064 30431.86700000055, 21566.67379999999 30430.395800000057, 21568.24700000044 30434.31799999997, 21574.110700000077 30431.921700000763, 21573.033699999563 30429.10319999978, 21575.996500000358 30427.971000000834, 21577.10340000037 30430.80179999955, 21588.66029999964 30426.3833000008, 21591.21410000045 30425.406899999827, 21594.01850000024 30432.716000000015, 21596.51649999991 30432.077700000256, 21598.90160000045 30431.537000000477, 21599.102500000037 30432.379699999467, 21601.99760000035 30431.73310000077, 21605.46160000004 30431.05739999935, 21609.177400000393 30430.482300000265, 21613.273500000127 30429.912499999627, 21616.389700000174 30429.585400000215, 21618.39340000041 30429.398199999705, 21618.758899999782 30429.370999999344, 21621.73660000041 30429.14910000004, 21625.743499999866 30429.00039999932, 21629.563500000164 30428.939600000158, 21634.18230000045 30428.997899999842, 21634.233199999668 30428.232699999586, 21633.729500000365 30426.7686999999, 21634.310700000264 30426.493200000376, 21635.381500000134 30426.088300000876, 21636.21999999974 30428.230599999428, 21638.767900000326 30428.378100000322, 21641.09839999955 30428.51109999977, 21638.947200000286 30423.015399999917, 21639.759399999864 30422.699400000274, 21636.8507000003 30411.00840000063, 21633.463800000027 30412.21719999984, 21626.889899999835 30395.04340000078, 21616.827899999917 30398.94849999994, 21601.311200000346 30404.97069999948, 21595.302299999632 30407.302799999714, 21592.808799999766 30408.270600000396, 21585.7416000003 30411.01339999959, 21586.514999999665 30413.03240000084, 21573.05209999997 30418.189600000158, 21572.76840000041 30418.298299999908, 21570.872800000012 30413.33479999937, 21568.43499999959 30414.26339999959, 21557.593399999663 30418.393200000748))"
215,228,730.276504522,103.775854649,1.29103487812,Building,,01 17 27.72556N,103 46 33.07674E,Sheares Hall - D,0.0,117.474175379,373.857754597,0.0,39.446973,16.132423,0.0,0.0,"POLYGON ((21605.462700000033 30379.134299999103, 21602.40799999982 30380.689699999988, 21587.425900000148 30386.41349999979, 21586.799599999562 30384.758999999613, 21585.673499999568 30385.178999999538, 21585.260099999607 30384.24230000004, 21586.695100000128 30383.707100000232, 21583.634399999864 30375.664499999955, 21574.71719999984 30379.071100000292, 21577.75019999966 30387.058199999854, 21578.88549999986 30386.65289999917, 21579.718399999663 30388.775599999353, 21582.656600000337 30387.66909999959, 21583.2527999999 30389.254200000316, 21577.438400000334 30391.454700000584, 21580.83420000039 30400.400200000033, 21588.653599999845 30397.403400000185, 21588.221099999733 30396.27229999937, 21590.766900000162 30395.30199999921, 21603.446000000462 30390.469799999148, 21602.128800000064 30387.0083000008, 21607.66330000013 30384.912599999458, 21605.462700000033 30379.134299999103))"
216,229,1924.69966993,103.775110492,1.29561223342,Building,,01 17 44.20404N,103 46 30.39777E,Singapore Synchrotron Light Source,0.0,188.19869302,1924.69966993,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21542.23649999965 30878.110700000077, 21541.597099999897 30878.273399999365, 21540.465900000185 30875.563599999994, 21538.03789999988 30871.51899999939, 21535.302600000054 30868.45109999925, 21533.256500000134 30866.659399999306, 21528.771099999547 30863.85810000077, 21526.269999999553 30862.88839999959, 21524.941999999806 30862.4757000003, 21524.619199999608 30863.504899999127, 21519.463100000285 30862.547599999234, 21512.183899999596 30863.069099999964, 21509.465800000355 30863.81499999948, 21510.66299999971 30867.387299999595, 21505.588999999687 30871.213099999353, 21501.507199999876 30875.417500000447, 21498.78849999979 30880.9375, 21497.879099999554 30887.01659999974, 21498.441899999976 30891.45639999956, 21499.683500000276 30895.058599999174, 21494.42449999973 30897.515599999577, 21497.284699999727 30902.188699999824, 21502.55470000021 30908.114800000563, 21518.0811999999 30912.79949999973, 21533.295599999838 30907.52979999967, 21542.52699999977 30894.344299999997, 21542.498999999836 30892.6492999997, 21556.034400000237 30892.3125, 21555.77180000022 30881.787599999458, 21542.322499999776 30881.95439999923, 21542.23649999965 30878.110700000077))"
217,230,9.48346029981,103.77536741,1.29568012362,Building,,01 17 44.44845N,103 46 31.32268E,,0.0,12.3489185194,9.48346029981,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21549.14690000005 30896.98660000041, 21552.017400000244 30896.951500000432, 21551.938400000334 30893.64870000072, 21549.06790000014 30893.683800000697, 21549.14690000005 30896.98660000041))"
218,231,9.55814696365,103.775402407,1.29567962137,Building,,01 17 44.44664N,103 46 31.44866E,,0.0,12.400871964,9.55814696365,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21553.00519999955 30896.960400000215, 21555.878899999894 30896.889499999583, 21555.86969999969 30893.563699999824, 21552.996000000276 30893.634500000626, 21553.00519999955 30896.960400000215))"
219,232,38.2290979972,103.774827102,1.29574457098,Building,,01 17 44.68046N,103 46 29.37757E,,0.0,28.2399285389,38.2290979972,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21488.775799999945 30906.509600000456, 21494.76109999977 30903.47020000033, 21492.259100000374 30898.542999999598, 21487.85850000009 30900.58980000019, 21484.90529999975 30901.256599999964, 21484.539099999703 30901.6930999998, 21486.37789999973 30901.35889999941, 21488.775799999945 30906.509600000456))"
220,233,11.0741948556,103.781709121,1.29195919514,Building,,01 17 31.05310N,103 46 54.15284E,,0.0,11.8293718604,11.0741948556,0.0,0.0,0.0,0.0,0.0,"POLYGON ((22256.31219999958 30481.985799999908, 22256.18719999958 30481.985799999908, 22256.062099999748 30482.001299999654, 22255.968399999663 30482.01689999923, 22255.843299999833 30482.048100000247, 22255.718299999833 30482.0792999994, 22255.624499999918 30482.110500000417, 22255.499499999918 30482.157299999148, 22255.405700000003 30482.219799999148, 22255.311900000088 30482.282299999148, 22255.218100000173 30482.344799999148, 22255.124300000258 30482.407199999318, 22255.030500000343 30482.485300000757, 22254.936700000428 30482.57899999991, 22254.874099999666 30482.657099999487, 22254.78029999975 30482.750900000334, 22254.71779999975 30482.860200000927, 22254.65519999992 30482.95399999991, 22254.623900000006 30483.063400000334, 22254.561300000176 30483.172700000927, 22254.53000000026 30483.282099999487, 22254.498700000346 30483.39149999991, 22254.46740000043 30483.500900000334, 22254.436099999584 30483.625900000334, 22254.436099999584 30483.735300000757, 22254.435999999754 30483.860300000757, 22254.435899999924 30483.985300000757, 22254.435899999924 30484.094699999318, 22254.46710000001 30484.219699999318, 22254.498300000094 30484.32909999974, 22254.52950000018 30484.438500000164, 22254.560700000264 30484.548000000417, 22254.623200000264 30484.65740000084, 22254.65440000035 30484.7667999994, 22254.716799999587 30484.860600000247, 22254.779299999587 30484.97000000067, 22254.872999999672 30485.063799999654, 22254.935499999672 30485.142000000924, 22255.029199999757 30485.235799999908, 22255.122999999672 30485.313999999315, 22255.216699999757 30485.376499999315, 22255.310399999842 30485.439099999145, 22255.404199999757 30485.501599999145, 22255.497899999842 30485.564200000837, 22255.622899999842 30485.611099999398, 22255.716699999757 30485.642400000244, 22255.841699999757 30485.673699999228, 22255.966699999757 30485.705099999905, 22256.060399999842 30485.72069999948, 22256.185399999842 30485.73640000075, 22256.310499999672 30485.73650000058, 22256.435499999672 30485.73650000058, 22256.560499999672 30485.721000000834, 22256.654299999587 30485.705399999395, 22256.779299999587 30485.67420000024, 22256.90440000035 30485.642999999225, 22256.998100000434 30485.61180000007, 22257.123200000264 30485.56489999965, 22257.21700000018 30485.50249999948, 22257.310800000094 30485.43999999948, 22257.40460000001 30485.37749999948, 22257.498399999924 30485.31509999931, 22257.59219999984 30485.23699999973, 22257.685999999754 30485.143200000748, 22257.748499999754 30485.06509999931, 22257.84229999967 30484.971400000155, 22257.90490000043 30484.86199999973, 22257.96750000026 30484.768300000578, 22257.998800000176 30484.658900000155, 22258.061300000176 30484.549599999562, 22258.09260000009 30484.44019999914, 22258.123900000006 30484.330800000578, 22258.15519999992 30484.221400000155, 22258.186499999836 30484.096400000155, 22258.186599999666 30483.98699999973, 22258.186700000428 30483.86199999973, 22258.186700000428 30483.73699999973, 22258.186800000258 30483.62759999931, 22258.155600000173 30483.50259999931, 22258.124400000088 30483.393100000918, 22258.093200000003 30483.283700000495, 22258.061900000088 30483.17430000007, 22257.999499999918 30483.06489999965, 22257.968299999833 30482.955499999225, 22257.905799999833 30482.86170000024, 22257.843399999663 30482.75229999982, 22257.749599999748 30482.658500000834, 22257.68719999958 30482.580299999565, 22257.593399999663 30482.48650000058, 22257.49969999958 30482.40829999931, 22257.406000000425 30482.34579999931, 22257.31219999958 30482.28319999948, 22257.218500000425 30482.22059999965, 22257.12480000034 30482.15809999965, 22256.99980000034 30482.111199999228, 22256.906000000425 30482.079900000244, 22256.781000000425 30482.048499999568, 22256.656000000425 30482.017200000584, 22256.56219999958 30482.001599999145, 22256.43719999958 30481.985899999738, 22256.31219999958 30481.985799999908))"
221,234,0.59632669456,103.781678212,1.2919928172,Building,,01 17 31.17414N,103 46 54.04156E,,0.0,3.52113973251,0.59632669456,0.0,0.0,0.0,0.0,0.0,"POLYGON ((22253.559100000188 30487.5792999994, 22252.527999999933 30487.000600000843, 22252.52749999985 30488.156999999657, 22253.559100000188 30487.5792999994))"
222,235,0.59640718538,103.78183909,1.2920870212,Building,,01 17 31.51328N,103 46 54.62073E,,0.0,3.52137589411,0.59640718538,0.0,0.0,0.0,0.0,0.0,"POLYGON ((22271.463700000197 30497.995500000194, 22270.432599999942 30497.416799999774, 22270.43200000003 30498.57330000028, 22271.463700000197 30497.995500000194))"
223,236,179.846926653,103.781566323,1.29205857758,Building,,01 17 31.41088N,103 46 53.63876E,CRISP Equipment Shelter,0.0,61.9680367331,179.846926653,0.0,0.0,0.0,0.0,0.0,"POLYGON ((22236.954800000414 30504.308900000528, 22238.11129999999 30504.2938000001, 22239.267699999735 30504.294399999082, 22240.42420000024 30504.294900000095, 22241.6118999999 30504.295399999246, 22242.76840000041 30504.29600000009, 22243.924800000153 30504.29649999924, 22244.987499999814 30504.297000000253, 22244.972099999897 30492.22849999927, 22245.368099999614 30492.232599999756, 22246.89960000012 30492.23330000043, 22246.901399999857 30488.232599999756, 22245.401200000197 30488.231899999082, 22244.96700000018 30488.231699999422, 22244.96449999977 30486.262599999085, 22243.90180000011 30486.262099999934, 22242.745400000364 30486.261600000784, 22241.588899999857 30486.26099999994, 22240.401200000197 30486.26050000079, 22239.24480000045 30486.259999999776, 22238.088299999945 30486.259400000796, 22236.9319000002 30486.258899999782, 22235.837899999693 30486.27400000021, 22235.840400000103 30488.21189999953, 22235.493200000376 30488.21169999987, 22233.96169999987 30488.19539999962, 22233.959900000133 30492.196100000292, 22235.460099999793 30492.196799999103, 22235.84549999982 30492.197000000626, 22235.860899999738 30504.308399999514, 22236.954800000414 30504.308900000528))"
224,237,155.778689532,103.781732105,1.29208584139,Building,,01 17 31.50903N,103 46 54.23558E,,0.0,44.2889268571,155.778689532,0.0,0.0,0.0,0.0,0.0,"POLYGON ((22259.145899999887 30504.944199999794, 22259.395899999887 30504.928700000048, 22259.677299999632 30504.887199999765, 22259.958599999547 30504.866499999538, 22260.208599999547 30504.819700000808, 22260.490000000224 30504.757300000638, 22260.740000000224 30504.694900000468, 22260.990100000054 30504.61690000072, 22261.2714999998 30504.523199999705, 22261.5214999998 30504.42960000038, 22261.77159999963 30504.32029999979, 22262.02170000039 30504.19539999962, 22262.240600000136 30504.07049999945, 22262.490699999966 30503.929999999702, 22262.70949999988 30503.789400000125, 22262.928399999626 30503.63319999911, 22263.145700000226 30503.452099999413, 22263.366100000218 30503.289599999785, 22263.553700000048 30503.117799999192, 22263.772599999793 30502.930400000885, 22263.960199999623 30502.727299999446, 22264.147900000215 30502.52419999987, 22264.302600000054 30502.31259999983, 22264.49189999979 30502.102399999276, 22264.648299999535 30501.868100000545, 22264.77190000005 30501.64130000025, 22264.92980000004 30501.414999999106, 22265.054899999872 30501.164999999106, 22265.179999999702 30500.930700000376, 22265.305200000294 30500.680700000376, 22265.39910000004 30500.4151000008, 22265.492899999954 30500.1651000008, 22265.5867999997 30499.89939999953, 22265.64950000029 30499.633799999952, 22265.71210000012 30499.368100000545, 22265.77469999995 30499.102499999106, 22265.806099999696 30498.821200000122, 22265.837500000373 30498.555600000545, 22265.868900000118 30498.2742999997, 22265.868999999948 30498.008600000292, 22265.869099999778 30497.727299999446, 22265.869199999608 30497.46160000004, 22265.838100000285 30497.180299999192, 22265.80700000003 30496.914599999785, 22265.775899999775 30496.6333000008, 22265.713499999605 30496.367599999532, 22265.651100000367 30496.101900000125, 22265.588700000197 30495.83620000072, 22265.49500000011 30495.57049999945, 22265.401399999857 30495.32039999962, 22265.307699999772 30495.05470000021, 22265.182799999602 30494.80460000038, 22265.057900000364 30494.570100000128, 22264.933000000194 30494.320000000298, 22264.775600000285 30494.094299999997, 22264.65189999994 30493.8666999992, 22264.495799999684 30493.632200000808, 22264.30700000003 30493.422499999404, 22264.1520999996 30493.210100000724, 22263.96470000036 30493.006899999455, 22263.77730000019 30492.803600000218, 22263.558600000106 30492.616000000387, 22263.371100000106 30492.444000000134, 22263.151200000197 30492.281600000337, 22262.933699999936 30492.099999999627, 22262.71499999985 30491.943600000814, 22262.496299999766 30491.802899999544, 22262.246299999766 30491.662100000307, 22261.997899999842 30491.54560000077, 22261.77759999968 30491.411800000817, 22261.52759999968 30491.302300000563, 22261.27759999968 30491.208399999887, 22260.996299999766 30491.11449999921, 22260.746299999766 30491.036299999803, 22260.496299999766 30490.973699999973, 22260.21499999985 30490.911000000313, 22259.96499999985 30490.86400000006, 22259.683699999936 30490.843100000173, 22259.40240000002 30490.8013000004, 22259.15240000002 30490.7854999993, 22258.871100000106 30490.79580000043, 22258.58980000019 30490.78529999964, 22258.33970000036 30490.800799999386, 22258.058400000446 30490.84229999967, 22257.7770999996 30490.862999999896, 22257.5270999996 30490.90980000049, 22257.245699999854 30490.97220000066, 22256.995699999854 30491.03460000083, 22256.745600000024 30491.112600000575, 22256.46420000028 30491.2061999999, 22256.21410000045 30491.299900000915, 22255.96410000045 30491.409199999645, 22255.745299999602 30491.542700000107, 22255.495099999942 30491.658999999985, 22255.24500000011 30491.79949999973, 22255.026100000367 30491.94009999931, 22254.80730000045 30492.096300000325, 22254.58999999985 30492.27740000002, 22254.36959999986 30492.43989999965, 22254.1819000002 30492.61170000024, 22253.963100000285 30492.79910000041, 22253.775399999693 30493.002199999988, 22253.587799999863 30493.205299999565, 22253.433000000194 30493.416799999774, 22253.243800000288 30493.627000000328, 22253.08739999961 30493.86140000075, 22252.963800000027 30494.088199999183, 22252.805900000036 30494.314500000328, 22252.680800000206 30494.564500000328, 22252.555700000376 30494.79880000092, 22252.430499999784 30495.04880000092, 22252.33660000004 30495.314400000498, 22252.242800000124 30495.564400000498, 22252.180100000463 30495.830099999905, 22252.086199999787 30496.09569999948, 22252.023599999957 30496.36130000092, 22251.99430000037 30496.634700000286, 22251.92960000038 30496.90829999931, 22251.898199999705 30497.17390000075, 22251.86679999996 30497.455199999735, 22251.86670000013 30497.72089999914, 22251.8666000003 30498.002199999988, 22251.866399999708 30498.267799999565, 22251.897599999793 30498.54920000024, 22251.928700000048 30498.81479999982, 22251.99170000013 30499.088199999183, 22252.02219999954 30499.3618999999, 22252.08459999971 30499.62759999931, 22252.178299999796 30499.893300000578, 22252.240600000136 30500.158999999985, 22252.33430000022 30500.409099999815, 22252.427899999544 30500.674799999222, 22252.552799999714 30500.924900000915, 22252.677799999714 30501.159299999475, 22252.802699999884 30501.409399999306, 22252.960099999793 30501.635099999607, 22253.08380000014 30501.862800000235, 22253.239900000393 30502.09730000049, 22253.428700000048 30502.30700000003, 22253.583499999717 30502.519400000572, 22253.770999999717 30502.72259999998, 22253.958399999887 30502.925899999216, 22254.17709999997 30503.11350000091, 22254.36459999997 30503.2854999993, 22254.58449999988 30503.447899999097, 22254.80200000014 30503.629499999806, 22255.020700000226 30503.785900000483, 22255.23940000031 30503.92659999989, 22255.48940000031 30504.067399999127, 22255.737900000066 30504.183900000528, 22255.958100000396 30504.31760000065, 22256.208100000396 30504.427200000733, 22256.458100000396 30504.520999999717, 22256.73940000031 30504.614900000393, 22256.98940000031 30504.69319999963, 22257.23940000031 30504.75579999946, 22257.520700000226 30504.81839999929, 22257.770700000226 30504.865399999544, 22258.05200000014 30504.88639999926, 22258.333300000057 30504.928200000897, 22258.583300000057 30504.944000000134, 22258.86459999997 30504.933700000867, 22259.145899999887 30504.944199999794))"
