X,Y,Z,Name,REFERENCE,category,floors_ag,floors_bg,height_ag,height_bg,gh_height
103.7719795,1.306231507,35.82713,B1312,OSM - as it is,yes,5,1,15,3,35.82713
103.7720371,1.305907905,36.06226,B1313,OSM - as it is,yes,5,1,15,3,36.06226
103.7723634,1.306124922,32.66334,B1314,OSM - as it is,yes,4,1,12,3,32.66334
103.7723665,1.306474778,27.78323,B1315,OSM - as it is,yes,25,1,75,3,27.78323
103.771969,1.307152352,26.63865,B1316,OSM - as it is,yes,4,1,12,3,26.63865
103.7725895,1.307302285,31.96471,B1317,OSM - as it is,yes,6,1,18,3,31.96471
103.7724872,1.307905725,16.38558,B1318,OSM - as it is,yes,3,1,9,3,16.38558
103.772385,1.30774706,29.12564,B1319,OSM - as it is,yes,4,1,12,3,29.12564
103.7724841,1.308150161,117.05489,B1320,OSM - as it is,yes,26,1,78,3,117.05489
103.7720616,1.307822078,60.25487,B1321,OSM - as it is,yes,14,1,42,3,60.25487
103.7807477,1.290740287,32.16894,B1322,OSM - as it is,yes,3,0,9,3,32.16894
103.7821239,1.290836721,40.24571,B1323,OSM - as it is,yes,2,0,6,3,40.24571
103.7730406,1.292567102,18.9358,B1324,User - Input,yes,2,1,6,3,18.9358
103.7745073,1.30320209,17.62523,B1325,OSM - median values of all buildings,yes,1,1,3,3,17.62523
103.7743396,1.30300625,15.03523,B1326,OSM - median values of all buildings,yes,1,1,3,3,15.03523
103.7743906,1.302965182,15.03523,B1327,OSM - median values of all buildings,yes,1,1,3,3,15.03523
103.7744476,1.302939039,15.03523,B1328,OSM - median values of all buildings,yes,1,1,3,3,15.03523
103.7745075,1.30292405,12.2,B1329,OSM - median values of all buildings,yes,1,1,3,3,12.2
103.7745722,1.302922235,9.81312,B1330,OSM - median values of all buildings,yes,1,1,3,3,9.81312
103.7746379,1.302926026,10.09753,B1331,OSM - median values of all buildings,yes,1,1,3,3,10.09753
103.7726242,1.293795891,48.3122,B1332,User - Input,yes,2,1,6,3,48.3122
103.780343,1.296333948,26.44582,B1333,OSM - median values of all buildings,yes,1,1,3,3,26.44582
103.7777061,1.298614097,13.63451,B1334,OSM - median values of all buildings,grandstand,1,1,3,3,13.63451
103.7793669,1.296891467,23.71277,B1335,OSM - median values of all buildings,yes,1,1,3,3,23.71277
103.7815471,1.292011901,59.40426,B1336,OSM - median values of all buildings,yes,1,1,3,3,59.40426
103.781716,1.292025493,60.50411,B1337,OSM - median values of all buildings,yes,1,1,3,3,60.50411
103.774288,1.301324863,17.31448,B1338,User - Input,yes,2,1,6,3,17.31448
103.7740777,1.301857475,14.73286,B1339,User - Input,yes,2,1,6,3,14.73286
103.7789958,1.29685813,43.18277,B1340,OSM - median values of all buildings,yes,1,1,3,3,43.18277
103.7765484,1.292133988,48.82905,B1341,OSM - as it is,university,5,0,15,3,48.82905
103.7738018,1.305363983,94.97255,B1342,OSM - as it is,yes,26,0,78,3,94.97255
103.773942,1.304924646,94.97255,B1343,OSM - as it is,yes,25,0,75,3,94.97255
103.778818,1.293116103,38.32839,B1344,OSM - as it is,yes,3,1,9,3,38.32839
103.7682824,1.301308934,50.5,B1345,User - Input,apartments,12,0,36,0,50.5
103.7678607,1.302244441,59.9,B1346,User - Input,apartments,12,0,36,0,59.9
103.7685399,1.30199584,54.9,B1347,User - Input,apartments,12,0,36,0,54.9
103.7673246,1.302435154,57.3,B1348,User - Input,apartments,12,0,36,0,57.3
103.7687449,1.30252505,48.9,B1349,User - Input,apartments,12,0,36,0,48.9
103.768078,1.30077502,63.3,B1350,User - Input,apartments,12,0,36,0,63.3
103.7697377,1.30160137,18.9,B1351,OSM - median values of all buildings,yes,1,1,3,3,18.9
103.7694066,1.301759716,19.6,B1352,OSM - median values of all buildings,yes,1,1,3,3,19.6
103.7689879,1.301383784,21.8,B1353,User - Input,yes,2,0,6,0,21.8
103.7698107,1.30278185,17.3,B1354,User - Input,service,3,0,9,0,17.3
103.7700329,1.302161525,97.9,B1355,OSM - as it is,apartments,26,1,78,3,97.9
103.7702788,1.303626936,10,B1357,OSM - median values of all buildings,yes,1,1,3,3,10
103.7697235,1.292778,13.9,B1358,OSM - median values of all buildings,yes,1,1,3,3,13.9
103.7702948,1.302559625,97.1,B1359,OSM - as it is,apartments,26,1,78,3,97.1
103.7695684,1.302218325,99.8,B1360,OSM - as it is,apartments,26,1,78,3,99.8
103.7827018,1.29670825,17.7,B1361,OSM - median values of all buildings,yes,1,1,3,3,17.7
103.7698022,1.303303796,10.9322,B1362,,,2,0,6,0,10.9322
